 gdp_for_year ($) ,HDI for year,age,country,gdp_per_capita ($),generation,population,sex,suicides/100k pop,suicides_no,year
"16,870,817,135",,25-34 years,Kazakhstan,1225,Generation X,1131600,male,63.36,717,1999
"16,870,817,135",,15-24 years,Kazakhstan,1225,Generation X,1349400,male,45.13,609,1999
"16,870,817,135",,75+ years,Kazakhstan,1225,G.I. Generation,246200,female,23.96,59,1999
"16,870,817,135",,55-74 years,Kazakhstan,1225,Silent,1044200,female,14.56,152,1999
"16,870,817,135",,25-34 years,Kazakhstan,1225,Generation X,1089900,female,11.01,120,1999
"16,870,817,135",,35-54 years,Kazakhstan,1225,Boomers,1909900,female,10.37,198,1999
"16,870,817,135",,15-24 years,Kazakhstan,1225,Generation X,1358700,female,9.13,124,1999
"16,870,817,135",,5-14 years,Kazakhstan,1225,Millenials,1555400,male,3.15,49,1999
"16,870,817,135",,5-14 years,Kazakhstan,1225,Millenials,1523100,female,0.66,10,1999
"18,291,990,619",0.679,35-54 years,Kazakhstan,1328,Boomers,1802430,male,84.72,1527,2000
"18,291,990,619",0.679,55-74 years,Kazakhstan,1328,Silent,698665,male,83.87,586,2000
"18,291,990,619",0.679,25-34 years,Kazakhstan,1328,Generation X,1132418,male,75.24,852,2000
"18,291,990,619",0.679,75+ years,Kazakhstan,1328,G.I. Generation,77972,male,60.28,47,2000
"18,291,990,619",0.679,15-24 years,Kazakhstan,1328,Generation X,1366874,male,45.58,623,2000
"18,291,990,619",0.679,75+ years,Kazakhstan,1328,G.I. Generation,254407,female,22.01,56,2000
"18,291,990,619",0.679,55-74 years,Kazakhstan,1328,Silent,1005027,female,14.63,147,2000
"18,291,990,619",0.679,15-24 years,Kazakhstan,1328,Generation X,1375343,female,12.29,169,2000
"18,291,990,619",0.679,35-54 years,Kazakhstan,1328,Boomers,1959602,female,11.94,234,2000
"18,291,990,619",0.679,25-34 years,Kazakhstan,1328,Generation X,1089854,female,11.19,122,2000
"18,291,990,619",0.679,5-14 years,Kazakhstan,1328,Millenials,1523202,male,3.09,47,2000
"18,291,990,619",0.679,5-14 years,Kazakhstan,1328,Millenials,1486628,female,1.21,18,2000
"22,152,694,162",,35-54 years,Kazakhstan,1608,Boomers,1807120,male,84.06,1519,2001
"22,152,694,162",,55-74 years,Kazakhstan,1608,Silent,718503,male,81,582,2001
"22,152,694,162",,25-34 years,Kazakhstan,1608,Generation X,1117605,male,75.43,843,2001
"22,152,694,162",,75+ years,Kazakhstan,1608,Silent,82044,male,62.16,51,2001
"22,152,694,162",,15-24 years,Kazakhstan,1608,Millenials,1365580,male,48.33,660,2001
"22,152,694,162",,75+ years,Kazakhstan,1608,Silent,233378,female,22.71,53,2001
"22,152,694,162",,15-24 years,Kazakhstan,1608,Millenials,1336586,female,11.82,158,2001
"22,152,694,162",,55-74 years,Kazakhstan,1608,Silent,1011423,female,11.77,119,2001
"22,152,694,162",,35-54 years,Kazakhstan,1608,Boomers,1998447,female,9.86,197,2001
"22,152,694,162",,25-34 years,Kazakhstan,1608,Generation X,1137636,female,9.67,110,2001
"22,152,694,162",,5-14 years,Kazakhstan,1608,Millenials,1508752,male,4.24,64,2001
"22,152,694,162",,5-14 years,Kazakhstan,1608,Millenials,1455622,female,1.44,21,2001
"24,636,593,223",,55-74 years,Kazakhstan,1788,Silent,704901,male,82.56,582,2002
"24,636,593,223",,35-54 years,Kazakhstan,1788,Boomers,1837817,male,76.94,1414,2002
"24,636,593,223",,25-34 years,Kazakhstan,1788,Generation X,1128226,male,73.12,825,2002
"24,636,593,223",,75+ years,Kazakhstan,1788,Silent,91887,male,57.68,53,2002
"24,636,593,223",,15-24 years,Kazakhstan,1788,Millenials,1414530,male,43.9,621,2002
"24,636,593,223",,75+ years,Kazakhstan,1788,Silent,247685,female,20.99,52,2002
"24,636,593,223",,55-74 years,Kazakhstan,1788,Silent,996301,female,11.94,119,2002
"24,636,593,223",,15-24 years,Kazakhstan,1788,Millenials,1377461,female,11.62,160,2002
"24,636,593,223",,25-34 years,Kazakhstan,1788,Generation X,1147717,female,11.24,129,2002
"24,636,593,223",,35-54 years,Kazakhstan,1788,Boomers,2033504,female,9.74,198,2002
"24,636,593,223",,5-14 years,Kazakhstan,1788,Millenials,1424722,male,4.7,67,2002
"24,636,593,223",,5-14 years,Kazakhstan,1788,Millenials,1372725,female,1.46,20,2002
"30,833,699,703",,25-34 years,Kazakhstan,2232,Generation X,1141761,male,82.15,938,2003
"30,833,699,703",,55-74 years,Kazakhstan,2232,Silent,702817,male,75.41,530,2003
"30,833,699,703",,35-54 years,Kazakhstan,2232,Boomers,1855662,male,74.69,1386,2003
"30,833,699,703",,75+ years,Kazakhstan,2232,Silent,99171,male,60.5,60,2003
"30,833,699,703",,15-24 years,Kazakhstan,2232,Millenials,1449082,male,44.99,652,2003
"30,833,699,703",,75+ years,Kazakhstan,2232,Silent,259838,female,23.09,60,2003
"30,833,699,703",,55-74 years,Kazakhstan,2232,Silent,996433,female,13.95,139,2003
"30,833,699,703",,15-24 years,Kazakhstan,2232,Millenials,1408946,female,11.14,157,2003
"30,833,699,703",,35-54 years,Kazakhstan,2232,Boomers,2053544,female,9.84,202,2003
"30,833,699,703",,25-34 years,Kazakhstan,2232,Generation X,1159693,female,9.83,114,2003
"30,833,699,703",,5-14 years,Kazakhstan,2232,Millenials,1368679,male,4.9,67,2003
"30,833,699,703",,5-14 years,Kazakhstan,2232,Millenials,1316237,female,1.22,16,2003
"43,151,647,003",,25-34 years,Kazakhstan,3110,Generation X,1159137,male,83.42,967,2004
"43,151,647,003",,35-54 years,Kazakhstan,3110,Boomers,1874980,male,76.11,1427,2004
"43,151,647,003",,75+ years,Kazakhstan,3110,Silent,105970,male,70.77,75,2004
"43,151,647,003",,55-74 years,Kazakhstan,3110,Silent,706313,male,62.44,441,2004
"43,151,647,003",,15-24 years,Kazakhstan,3110,Millenials,1480125,male,49.66,735,2004
"43,151,647,003",,75+ years,Kazakhstan,3110,Silent,271208,female,22.49,61,2004
"43,151,647,003",,15-24 years,Kazakhstan,3110,Millenials,1438621,female,12.3,177,2004
"43,151,647,003",,25-34 years,Kazakhstan,3110,Generation X,1174778,female,11.15,131,2004
"43,151,647,003",,55-74 years,Kazakhstan,3110,Silent,1004413,female,10.06,101,2004
"43,151,647,003",,35-54 years,Kazakhstan,3110,Boomers,2076222,female,10.02,208,2004
"43,151,647,003",,5-14 years,Kazakhstan,3110,Millenials,1317575,male,4.33,57,2004
"43,151,647,003",,5-14 years,Kazakhstan,3110,Millenials,1263986,female,1.11,14,2004
"57,123,671,734",0.746,25-34 years,Kazakhstan,4096,Generation X,1174447,male,73.91,868,2005
"57,123,671,734",0.746,35-54 years,Kazakhstan,4096,Boomers,1893623,male,64.69,1225,2005
"57,123,671,734",0.746,55-74 years,Kazakhstan,4096,Silent,716191,male,56.13,402,2005
"57,123,671,734",0.746,75+ years,Kazakhstan,4096,Silent,112427,male,54.26,61,2005
"57,123,671,734",0.746,15-24 years,Kazakhstan,4096,Millenials,1507234,male,42.13,635,2005
"57,123,671,734",0.746,75+ years,Kazakhstan,4096,Silent,279776,female,19.3,54,2005
"57,123,671,734",0.746,25-34 years,Kazakhstan,4096,Generation X,1188857,female,10.6,126,2005
"57,123,671,734",0.746,15-24 years,Kazakhstan,4096,Millenials,1464554,female,10.45,153,2005
"57,123,671,734",0.746,55-74 years,Kazakhstan,4096,Silent,1021709,female,9.79,100,2005
"57,123,671,734",0.746,35-54 years,Kazakhstan,4096,Boomers,2097655,female,8.44,177,2005
"57,123,671,734",0.746,5-14 years,Kazakhstan,4096,Millenials,1272278,male,6.13,78,2005
"57,123,671,734",0.746,5-14 years,Kazakhstan,4096,Millenials,1219019,female,1.97,24,2005
"81,003,884,545",,25-34 years,Kazakhstan,5770,Generation X,1189058,male,79.39,944,2006
"81,003,884,545",,35-54 years,Kazakhstan,5770,Boomers,1915309,male,63.96,1225,2006
"81,003,884,545",,75+ years,Kazakhstan,5770,Silent,116133,male,61.14,71,2006
"81,003,884,545",,55-74 years,Kazakhstan,5770,Silent,730464,male,59.69,436,2006
"81,003,884,545",,15-24 years,Kazakhstan,5770,Millenials,1530192,male,42.94,657,2006
"81,003,884,545",,75+ years,Kazakhstan,5770,Silent,282507,female,18.76,53,2006
"81,003,884,545",,15-24 years,Kazakhstan,5770,Millenials,1486771,female,12.17,181,2006
"81,003,884,545",,55-74 years,Kazakhstan,5770,Silent,1047352,female,10.12,106,2006
"81,003,884,545",,25-34 years,Kazakhstan,5770,Generation X,1202659,female,10.06,121,2006
"81,003,884,545",,35-54 years,Kazakhstan,5770,Boomers,2121510,female,8.96,190,2006
"81,003,884,545",,5-14 years,Kazakhstan,5770,Millenials,1234397,male,5.51,68,2006
"81,003,884,545",,5-14 years,Kazakhstan,5770,Millenials,1181324,female,2.03,24,2006
"104,849,886,826",,25-34 years,Kazakhstan,7423,Generation X,1208359,male,76.05,919,2007
"104,849,886,826",,75+ years,Kazakhstan,7423,Silent,116899,male,65.87,77,2007
"104,849,886,826",,35-54 years,Kazakhstan,7423,Boomers,1935835,male,65.86,1275,2007
"104,849,886,826",,55-74 years,Kazakhstan,7423,Silent,747545,male,55.11,412,2007
"104,849,886,826",,15-24 years,Kazakhstan,7423,Millenials,1542361,male,42.01,648,2007
"104,849,886,826",,75+ years,Kazakhstan,7423,Silent,281627,female,17.75,50,2007
"104,849,886,826",,15-24 years,Kazakhstan,7423,Millenials,1498711,female,13.54,203,2007
"104,849,886,826",,25-34 years,Kazakhstan,7423,Generation X,1219565,female,11.48,140,2007
"104,849,886,826",,35-54 years,Kazakhstan,7423,Boomers,2144647,female,9.79,210,2007
"104,849,886,826",,55-74 years,Kazakhstan,7423,Silent,1077829,female,8.16,88,2007
"104,849,886,826",,5-14 years,Kazakhstan,7423,Generation Z,1202402,male,7.4,89,2007
"104,849,886,826",,5-14 years,Kazakhstan,7423,Generation Z,1149826,female,2.61,30,2007
"133,441,612,247",,75+ years,Kazakhstan,9387,Silent,116815,male,73.62,86,2008
"133,441,612,247",,25-34 years,Kazakhstan,9387,Generation X,1232084,male,69.8,860,2008
"133,441,612,247",,35-54 years,Kazakhstan,9387,Boomers,1954893,male,60.26,1178,2008
"133,441,612,247",,55-74 years,Kazakhstan,9387,Silent,766809,male,49.95,383,2008
"133,441,612,247",,15-24 years,Kazakhstan,9387,Millenials,1540282,male,42.65,657,2008
"133,441,612,247",,75+ years,Kazakhstan,9387,Silent,280166,female,16.78,47,2008
"133,441,612,247",,15-24 years,Kazakhstan,9387,Millenials,1496633,female,15.97,239,2008
"133,441,612,247",,25-34 years,Kazakhstan,9387,Generation X,1240283,female,12.26,152,2008
"133,441,612,247",,35-54 years,Kazakhstan,9387,Boomers,2165507,female,10.02,217,2008
"133,441,612,247",,55-74 years,Kazakhstan,9387,Silent,1110519,female,8.37,93,2008
"133,441,612,247",,5-14 years,Kazakhstan,9387,Generation Z,1182019,male,5.58,66,2008
"133,441,612,247",,5-14 years,Kazakhstan,9387,Generation Z,1130043,female,1.68,19,2008
"115,308,661,143",,25-34 years,Kazakhstan,8024,Generation X,1263819,male,67.1,848,2009
"115,308,661,143",,35-54 years,Kazakhstan,8024,Boomers,1980466,male,59.63,1181,2009
"115,308,661,143",,75+ years,Kazakhstan,8024,Silent,116533,male,51.49,60,2009
"115,308,661,143",,55-74 years,Kazakhstan,8024,Silent,792505,male,47.95,380,2009
"115,308,661,143",,15-24 years,Kazakhstan,8024,Millenials,1533027,male,39.66,608,2009
"115,308,661,143",,75+ years,Kazakhstan,8024,Silent,277759,female,15.12,42,2009
"115,308,661,143",,15-24 years,Kazakhstan,8024,Millenials,1488994,female,14.37,214,2009
"115,308,661,143",,25-34 years,Kazakhstan,8024,Generation X,1269302,female,11.42,145,2009
"115,308,661,143",,35-54 years,Kazakhstan,8024,Boomers,2191360,female,8.76,192,2009
"115,308,661,143",,55-74 years,Kazakhstan,8024,Silent,1150346,female,8.61,99,2009
"115,308,661,143",,5-14 years,Kazakhstan,8024,Generation Z,1179629,male,3.65,43,2009
"115,308,661,143",,5-14 years,Kazakhstan,8024,Generation Z,1126895,female,2.31,26,2009
"148,047,348,241",0.766,75+ years,Kazakhstan,10062,Silent,113390,male,63.5,72,2010
"148,047,348,241",0.766,25-34 years,Kazakhstan,10062,Generation X,1310211,male,61.67,808,2010
"148,047,348,241",0.766,35-54 years,Kazakhstan,10062,Generation X,2037599,male,54.87,1118,2010
"148,047,348,241",0.766,55-74 years,Kazakhstan,10062,Silent,810461,male,48,389,2010
"148,047,348,241",0.766,15-24 years,Kazakhstan,10062,Millenials,1555580,male,33.94,528,2010
"148,047,348,241",0.766,75+ years,Kazakhstan,10062,Silent,263531,female,14.8,39,2010
"148,047,348,241",0.766,15-24 years,Kazakhstan,10062,Millenials,1549811,female,12.45,193,2010
"148,047,348,241",0.766,25-34 years,Kazakhstan,10062,Generation X,1332552,female,10.51,140,2010
"148,047,348,241",0.766,55-74 years,Kazakhstan,10062,Silent,1144484,female,7.69,88,2010
"148,047,348,241",0.766,35-54 years,Kazakhstan,10062,Generation X,2227790,female,7.18,160,2010
"148,047,348,241",0.766,5-14 years,Kazakhstan,10062,Generation Z,1212500,male,4.04,49,2010
"148,047,348,241",0.766,5-14 years,Kazakhstan,10062,Generation Z,1155258,female,2.16,25,2010
"192,626,507,972",0.772,25-34 years,Kazakhstan,12969,Millenials,1344771,male,57.85,778,2011
"192,626,507,972",0.772,75+ years,Kazakhstan,12969,Silent,119954,male,53.35,64,2011
"192,626,507,972",0.772,35-54 years,Kazakhstan,12969,Generation X,2062451,male,51.49,1062,2011
"192,626,507,972",0.772,55-74 years,Kazakhstan,12969,Boomers,831202,male,43.07,358,2011
"192,626,507,972",0.772,15-24 years,Kazakhstan,12969,Millenials,1526023,male,32.31,493,2011
"192,626,507,972",0.772,75+ years,Kazakhstan,12969,Silent,273217,female,16.1,44,2011
"192,626,507,972",0.772,15-24 years,Kazakhstan,12969,Millenials,1514356,female,11.29,171,2011
"192,626,507,972",0.772,25-34 years,Kazakhstan,12969,Millenials,1367342,female,9.36,128,2011
"192,626,507,972",0.772,35-54 years,Kazakhstan,12969,Generation X,2253866,female,7.37,166,2011
"192,626,507,972",0.772,55-74 years,Kazakhstan,12969,Boomers,1172197,female,6.65,78,2011
"192,626,507,972",0.772,5-14 years,Kazakhstan,12969,Generation Z,1218724,male,3.12,38,2011
"192,626,507,972",0.772,5-14 years,Kazakhstan,12969,Generation Z,1169247,female,1.8,21,2011
"207,998,568,866",0.778,25-34 years,Kazakhstan,13845,Millenials,1384736,male,51.71,716,2012
"207,998,568,866",0.778,35-54 years,Kazakhstan,13845,Generation X,2082135,male,51.58,1074,2012
"207,998,568,866",0.778,75+ years,Kazakhstan,13845,Silent,129890,male,46.19,60,2012
"207,998,568,866",0.778,55-74 years,Kazakhstan,13845,Boomers,852033,male,43.19,368,2012
"207,998,568,866",0.778,15-24 years,Kazakhstan,13845,Millenials,1481240,male,28.76,426,2012
"207,998,568,866",0.778,75+ years,Kazakhstan,13845,Silent,288919,female,13.84,40,2012
"207,998,568,866",0.778,15-24 years,Kazakhstan,13845,Millenials,1464381,female,8.95,131,2012
"207,998,568,866",0.778,35-54 years,Kazakhstan,13845,Generation X,2273726,female,7.96,181,2012
"207,998,568,866",0.778,25-34 years,Kazakhstan,13845,Millenials,1407854,female,7.88,111,2012
"207,998,568,866",0.778,55-74 years,Kazakhstan,13845,Boomers,1198153,female,7.76,93,2012
"207,998,568,866",0.778,5-14 years,Kazakhstan,13845,Generation Z,1261734,male,2.62,33,2012
"207,998,568,866",0.778,5-14 years,Kazakhstan,13845,Generation Z,1198748,female,0.58,7,2012
"236,634,552,078",0.785,75+ years,Kazakhstan,15552,Silent,140008,male,55.71,78,2013
"236,634,552,078",0.785,35-54 years,Kazakhstan,15552,Generation X,2098964,male,54.41,1142,2013
"236,634,552,078",0.785,25-34 years,Kazakhstan,15552,Millenials,1425587,male,51.42,733,2013
"236,634,552,078",0.785,55-74 years,Kazakhstan,15552,Boomers,878598,male,44.73,393,2013
"236,634,552,078",0.785,15-24 years,Kazakhstan,15552,Millenials,1429864,male,31.4,449,2013
"236,634,552,078",0.785,75+ years,Kazakhstan,15552,Silent,307080,female,15.63,48,2013
"236,634,552,078",0.785,15-24 years,Kazakhstan,15552,Millenials,1405609,female,12.95,182,2013
"236,634,552,078",0.785,25-34 years,Kazakhstan,15552,Millenials,1451026,female,9.37,136,2013
"236,634,552,078",0.785,35-54 years,Kazakhstan,15552,Generation X,2289754,female,8.43,193,2013
"236,634,552,078",0.785,55-74 years,Kazakhstan,15552,Boomers,1228388,female,7.25,89,2013
"236,634,552,078",0.785,5-14 years,Kazakhstan,15552,Generation Z,1313549,male,3.2,42,2013
"236,634,552,078",0.785,5-14 years,Kazakhstan,15552,Generation Z,1246955,female,2.17,27,2013
"221,415,572,820",0.788,35-54 years,Kazakhstan,14351,Generation X,2116035,male,51.13,1082,2014
"221,415,572,820",0.788,75+ years,Kazakhstan,14351,Silent,148578,male,47.11,70,2014
"221,415,572,820",0.788,25-34 years,Kazakhstan,14351,Millenials,1462224,male,45.62,667,2014
"221,415,572,820",0.788,55-74 years,Kazakhstan,14351,Boomers,911127,male,37.65,343,2014
"221,415,572,820",0.788,15-24 years,Kazakhstan,14351,Millenials,1377269,male,25.85,356,2014
"221,415,572,820",0.788,75+ years,Kazakhstan,14351,Silent,325593,female,14.44,47,2014
"221,415,572,820",0.788,15-24 years,Kazakhstan,14351,Millenials,1344351,female,9.82,132,2014
"221,415,572,820",0.788,25-34 years,Kazakhstan,14351,Millenials,1490998,female,8.45,126,2014
"221,415,572,820",0.788,35-54 years,Kazakhstan,14351,Generation X,2303567,female,7.42,171,2014
"221,415,572,820",0.788,55-74 years,Kazakhstan,14351,Boomers,1263876,female,5.46,69,2014
"221,415,572,820",0.788,5-14 years,Kazakhstan,14351,Generation Z,1377917,male,2.76,38,2014
"221,415,572,820",0.788,5-14 years,Kazakhstan,14351,Generation Z,1307309,female,1.38,18,2014
"184,388,432,149",,75+ years,Kazakhstan,11784,Silent,156393,male,46.04,72,2015
"184,388,432,149",,35-54 years,Kazakhstan,11784,Generation X,2130654,male,45.15,962,2015
"184,388,432,149",,25-34 years,Kazakhstan,11784,Millenials,1492576,male,40.4,603,2015
"184,388,432,149",,55-74 years,Kazakhstan,11784,Boomers,951365,male,38.16,363,2015
"184,388,432,149",,15-24 years,Kazakhstan,11784,Millenials,1326082,male,23.53,312,2015
"184,388,432,149",,75+ years,Kazakhstan,11784,Silent,343577,female,12.22,42,2015
"184,388,432,149",,15-24 years,Kazakhstan,11784,Millenials,1285407,female,9.88,127,2015
"184,388,432,149",,35-54 years,Kazakhstan,11784,Generation X,2313458,female,7.56,175,2015
"184,388,432,149",,25-34 years,Kazakhstan,11784,Millenials,1524321,female,7.09,108,2015
"184,388,432,149",,55-74 years,Kazakhstan,11784,Boomers,1306669,female,4.97,65,2015
"184,388,432,149",,5-14 years,Kazakhstan,11784,Generation Z,1445862,male,2.07,30,2015
"184,388,432,149",,5-14 years,Kazakhstan,11784,Generation Z,1370388,female,0.95,13,2015
"47,515,189",,15-24 years,Kiribati,768,Generation X,6789,male,73.65,5,1991
"47,515,189",,55-74 years,Kiribati,768,Silent,2345,male,42.64,1,1991
"47,515,189",,25-34 years,Kiribati,768,Boomers,5615,male,17.81,1,1991
"47,515,189",,35-54 years,Kiribati,768,Boomers,6101,male,16.39,1,1991
"47,515,189",,25-34 years,Kiribati,768,Boomers,6105,female,16.38,1,1991
"47,515,189",,15-24 years,Kiribati,768,Generation X,6818,female,14.67,1,1991
"47,515,189",,35-54 years,Kiribati,768,Boomers,6440,female,0,0,1991
"47,515,189",,5-14 years,Kiribati,768,Millenials,8932,female,0,0,1991
"47,515,189",,55-74 years,Kiribati,768,Silent,2759,female,0,0,1991
"47,515,189",,75+ years,Kiribati,768,G.I. Generation,460,female,0,0,1991
"47,515,189",,5-14 years,Kiribati,768,Millenials,9213,male,0,0,1991
"47,515,189",,75+ years,Kiribati,768,G.I. Generation,278,male,0,0,1991
"47,737,955",,55-74 years,Kiribati,759,Silent,2799,female,35.73,1,1992
"47,737,955",,15-24 years,Kiribati,759,Generation X,6669,male,29.99,2,1992
"47,737,955",,35-54 years,Kiribati,759,Boomers,6226,male,16.06,1,1992
"47,737,955",,15-24 years,Kiribati,759,Generation X,6692,female,0,0,1992
"47,737,955",,25-34 years,Kiribati,759,Boomers,6273,female,0,0,1992
"47,737,955",,35-54 years,Kiribati,759,Boomers,6581,female,0,0,1992
"47,737,955",,5-14 years,Kiribati,759,Millenials,9190,female,0,0,1992
"47,737,955",,75+ years,Kiribati,759,G.I. Generation,474,female,0,0,1992
"47,737,955",,25-34 years,Kiribati,759,Boomers,5802,male,0,0,1992
"47,737,955",,5-14 years,Kiribati,759,Millenials,9496,male,0,0,1992
"47,737,955",,55-74 years,Kiribati,759,Silent,2368,male,0,0,1992
"47,737,955",,75+ years,Kiribati,759,G.I. Generation,286,male,0,0,1992
